物品名称	编号	说明
天罡昊日刀	11520	天罡昊日刀
樱花村日刀	11521	樱花村日刀
霸体钢日刀	11522	霸体钢日刀
韬击灭日刀	11523	韬击灭日刀
无想祭日禅刀	11524	无想祭日禅刀
空明烙日刀	11525	空明烙日刀
飞翼划日刀	11526	飞翼划日刀
皓命日弯刀	11527	皓命日弯刀
图日厚背刀	11528	图日厚背刀
炽日侍卫刀	11529	炽日侍卫刀
三魂断日刀	11530	三魂断日刀
追日炎刀	11531	追日炎刀
	11532	
	11533	
(魔1)樱花村日刀	11551	(魔1)樱花村日刀
(魔1)霸体钢日刀	11552	(魔1)霸体钢日刀
(魔1)韬击灭日刀	11553	(魔1)韬击灭日刀
(魔1)无想祭日禅刀	11554	(魔1)无想祭日禅刀
(魔1)空明烙日刀	11555	(魔1)空明烙日刀
(魔1)飞翼划日刀	11556	(魔1)飞翼划日刀
(魔1)皓命日弯刀	11557	(魔1)皓命日弯刀
(魔1)图日厚背刀	11558	(魔1)图日厚背刀
(魔1)炽日侍卫刀	11559	(魔1)炽日侍卫刀
(魔1)三魂断日刀	11560	(魔1)三魂断日刀
(魔2)樱花村日刀	11561	(魔2)樱花村日刀
(魔2)霸体钢日刀	11562	(魔2)霸体钢日刀
(魔2)韬击灭日刀	11563	(魔2)韬击灭日刀
(魔2)无想祭日禅刀	11564	(魔2)无想祭日禅刀
(魔2)空明烙日刀	11565	(魔2)空明烙日刀
(魔2)飞翼划日刀	11566	(魔2)飞翼划日刀
(魔2)皓命日弯刀	11567	(魔2)皓命日弯刀
(魔2)图日厚背刀	11568	(魔2)图日厚背刀
(魔2)炽日侍卫刀	11569	(魔2)炽日侍卫刀
(魔2)三魂断日刀	11570	(魔2)三魂断日刀
(魔3)樱花村日刀	11571	(魔3)樱花村日刀
(魔3)霸体钢日刀	11572	(魔3)霸体钢日刀
(魔3)韬击灭日刀	11573	(魔3)韬击灭日刀
(魔3)无想祭日禅刀	11574	(魔3)无想祭日禅刀
(魔3)空明烙日刀	11575	(魔3)空明烙日刀
(魔3)飞翼划日刀	11576	(魔3)飞翼划日刀
(魔3)皓命日弯刀	11577	(魔3)皓命日弯刀
(魔3)图日厚背刀	11578	(魔3)图日厚背刀
(魔3)炽日侍卫刀	11579	(魔3)炽日侍卫刀
(魔3)三魂断日刀	11580	(魔3)三魂断日刀
(魔4)樱花村日刀	11581	(魔4)樱花村日刀
(魔4)霸体钢日刀	11582	(魔4)霸体钢日刀
(魔4)韬击灭日刀	11583	(魔4)韬击灭日刀
(魔4)无想祭日禅刀	11584	(魔4)无想祭日禅刀
(魔4)空明烙日刀	11585	(魔4)空明烙日刀
(魔4)飞翼划日刀	11586	(魔4)飞翼划日刀
(魔4)皓命日弯刀	11587	(魔4)皓命日弯刀
(魔4)图日厚背刀	11588	(魔4)图日厚背刀
(魔4)炽日侍卫刀	11589	(魔4)炽日侍卫刀
(魔4)三魂断日刀	11590	(魔4)三魂断日刀
(魔5)樱花村日刀	11591	(魔5)樱花村日刀
(魔5)霸体钢日刀	11592	(魔5)霸体钢日刀
(魔5)韬击灭日刀	11593	(魔5)韬击灭日刀
(魔5)无想祭日禅刀	11594	(魔5)无想祭日禅刀
(魔5)空明烙日刀	11595	(魔5)空明烙日刀
(魔5)飞翼划日刀	11596	(魔5)飞翼划日刀
(魔5)皓命日弯刀	11597	(魔5)皓命日弯刀
(魔5)图日厚背刀	11598	(魔5)图日厚背刀
(魔5)炽日侍卫刀	11599	(魔5)炽日侍卫刀
(魔5)三魂断日刀	11600	(魔5)三魂断日刀
辟月短刀	11601	辟月短刀
饮血幻月刀	11602	饮血幻月刀
水月魔刀	11603	水月魔刀
击月两刃刀	11604	击月两刃刀
月隐屠刀	11605	月隐屠刀
紫枭奕月刀	11606	紫枭奕月刀
寇月锁链刀	11607	寇月锁链刀
弒月蝴蝶刀	11608	弒月蝴蝶刀
无月无云刀	11609	无月无云刀
霸月开山刀	11610	霸月开山刀
瀛月霸刀	11611	瀛月霸刀
极意圆月刀	11612	极意圆月刀
慧月柳叶刀	11613	慧月柳叶刀
鬼月斩马刀	11614	鬼月斩马刀
冥月砍刀	11615	冥月砍刀
浑沌邀月刀	11616	浑沌邀月刀
魔月妖刀	11617	魔月妖刀
红月匠神之刀	11618	红月匠神之刀
血不沾月刀	11619	血不沾月刀
天罡昊月刀	11620	天罡昊月刀
樱花村月刀	11621	樱花村月刀
霸体钢月刀	11622	霸体钢月刀
韬击灭月刀	11623	韬击灭月刀
无想祭月禅刀	11624	无想祭月禅刀
空明烙月刀	11625	空明烙月刀
飞翼划月刀	11626	飞翼划月刀
皓命月弯刀	11627	皓命月弯刀
图月厚背刀	11628	图月厚背刀
虚月侍卫刀	11629	虚月侍卫刀
三魂断月刀	11630	三魂断月刀
	11631	
	11632	
	11633	
(魔1)樱花村月刀	11651	(魔1)樱花村月刀
(魔1)霸体钢月刀	11652	(魔1)霸体钢月刀
(魔1)韬击灭月刀	11653	(魔1)韬击灭月刀
(魔1)无想祭月禅刀	11654	(魔1)无想祭月禅刀
(魔1)空明烙月刀	11655	(魔1)空明烙月刀
(魔1)飞翼划月刀	11656	(魔1)飞翼划月刀
(魔1)皓命月弯刀	11657	(魔1)皓命月弯刀
(魔1)图月厚背刀	11658	(魔1)图月厚背刀
(魔1)虚月侍卫刀	11659	(魔1)虚月侍卫刀
(魔1)三魂断月刀	11660	(魔1)三魂断月刀
(魔2)樱花村月刀	11661	(魔2)樱花村月刀
(魔2)霸体钢月刀	11662	(魔2)霸体钢月刀
(魔2)韬击灭月刀	11663	(魔2)韬击灭月刀
(魔2)无想祭月禅刀	11664	(魔2)无想祭月禅刀
(魔2)空明烙月刀	11665	(魔2)空明烙月刀
(魔2)飞翼划月刀	11666	(魔2)飞翼划月刀
(魔2)皓命月弯刀	11667	(魔2)皓命月弯刀
(魔2)图月厚背刀	11668	(魔2)图月厚背刀
(魔2)虚月侍卫刀	11669	(魔2)虚月侍卫刀
(魔2)三魂断月刀	11670	(魔2)三魂断月刀
(魔3)樱花村月刀	11671	(魔3)樱花村月刀
(魔3)霸体钢月刀	11672	(魔3)霸体钢月刀
(魔3)韬击灭月刀	11673	(魔3)韬击灭月刀
(魔3)无想祭月禅刀	11674	(魔3)无想祭月禅刀
(魔3)空明烙月刀	11675	(魔3)空明烙月刀
(魔3)飞翼划月刀	11676	(魔3)飞翼划月刀
(魔3)皓命月弯刀	11677	(魔3)皓命月弯刀
(魔3)图月厚背刀	11678	(魔3)图月厚背刀
(魔3)虚月侍卫刀	11679	(魔3)虚月侍卫刀
(魔3)三魂断月刀	11680	(魔3)三魂断月刀
(魔4)樱花村月刀	11681	(魔4)樱花村月刀
(魔4)霸体钢月刀	11682	(魔4)霸体钢月刀
(魔4)韬击灭月刀	11683	(魔4)韬击灭月刀
(魔4)无想祭月禅刀	11684	(魔4)无想祭月禅刀
(魔4)空明烙月刀	11685	(魔4)空明烙月刀
(魔4)飞翼划月刀	11686	(魔4)飞翼划月刀
(魔4)皓命月弯刀	11687	(魔4)皓命月弯刀
(魔4)图月厚背刀	11688	(魔4)图月厚背刀
(魔4)虚月侍卫刀	11689	(魔4)虚月侍卫刀
(魔4)三魂断月刀	11690	(魔4)三魂断月刀
(魔5)樱花村月刀	11691	(魔5)樱花村月刀
(魔5)霸体钢月刀	11692	(魔5)霸体钢月刀
(魔5)韬击灭月刀	11693	(魔5)韬击灭月刀
(魔5)无想祭月禅刀	11694	(魔5)无想祭月禅刀
(魔5)空明烙月刀	11695	(魔5)空明烙月刀
(魔5)飞翼划月刀	11696	(魔5)飞翼划月刀
(魔5)皓命月弯刀	11697	(魔5)皓命月弯刀
(魔5)图月厚背刀	11698	(魔5)图月厚背刀
(魔5)虚月侍卫刀	11699	(魔5)虚月侍卫刀
(魔5)三魂断月刀	11700	(魔5)三魂断月刀
辟星短刀	11701	辟星短刀
饮血幻星刀	11702	饮血幻星刀
古星魔刀	11703	古星魔刀
击星两刃刀	11704	击星两刃刀
星隐屠刀	11705	星隐屠刀
紫枭奕星刀	11706	紫枭奕星刀
寇星锁链刀	11707	寇星锁链刀
弒星蝴蝶刀	11708	弒星蝴蝶刀
无星无云刀	11709	无星无云刀
炼星开山刀	11710	炼星开山刀
瀛星霸刀	11711	瀛星霸刀
极意圆星刀	11712	极意圆星刀
慧星柳月刀	11713	慧星柳月刀
鬼星斩马刀	11714	鬼星斩马刀
冥星砍刀	11715	冥星砍刀
浑沌邀星刀	11716	浑沌邀星刀
魔星妖刀	11717	魔星妖刀
红星匠神之刀	11718	红星匠神之刀
血不沾星刀	11719	血不沾星刀
天罡昊星刀	11720	天罡昊星刀
樱花村星刀	11721	樱花村星刀
霸体钢星刀	11722	霸体钢星刀
韬击灭星刀	11723	韬击灭星刀
无想祭星禅刀	11724	无想祭星禅刀
空明烙星刀	11725	空明烙星刀
飞翼划星刀	11726	飞翼划星刀
皓命星弯刀	11727	皓命星弯刀
图星厚背刀	11728	图星厚背刀
隐星侍卫刀	11729	隐星侍卫刀
三魂断星刀	11730	三魂断星刀
	11731	
	11732	
	11733	
(魔1)樱花村星刀	11751	(魔1)樱花村星刀
(魔1)霸体钢星刀	11752	(魔1)霸体钢星刀
(魔1)韬击灭星刀	11753	(魔1)韬击灭星刀
(魔1)无想祭星禅刀	11754	(魔1)无想祭星禅刀
(魔1)空明烙星刀	11755	(魔1)空明烙星刀
(魔1)飞翼划星刀	11756	(魔1)飞翼划星刀
(魔1)皓命星弯刀	11757	(魔1)皓命星弯刀
(魔1)图星厚背刀	11758	(魔1)图星厚背刀
(魔1)隐星侍卫刀	11759	(魔1)隐星侍卫刀
(魔1)三魂断星刀	11760	(魔1)三魂断星刀
(魔2)樱花村星刀	11761	(魔2)樱花村星刀
(魔2)霸体钢星刀	11762	(魔2)霸体钢星刀
(魔2)韬击灭星刀	11763	(魔2)韬击灭星刀
(魔2)无想祭星禅刀	11764	(魔2)无想祭星禅刀
(魔2)空明烙星刀	11765	(魔2)空明烙星刀
(魔2)飞翼划星刀	11766	(魔2)飞翼划星刀
(魔2)皓命星弯刀	11767	(魔2)皓命星弯刀
(魔2)图星厚背刀	11768	(魔2)图星厚背刀
(魔2)隐星侍卫刀	11769	(魔2)隐星侍卫刀
(魔2)三魂断星刀	11770	(魔2)三魂断星刀
(魔3)樱花村星刀	11771	(魔3)樱花村星刀
(魔3)霸体钢星刀	11772	(魔3)霸体钢星刀
(魔3)韬击灭星刀	11773	(魔3)韬击灭星刀
(魔3)无想祭星刀	11774	(魔3)无想祭星刀
(魔3)空明烙星刀	11775	(魔3)空明烙星刀
(魔3)飞翼划星刀	11776	(魔3)飞翼划星刀
(魔3)皓命星弯刀	11777	(魔3)皓命星弯刀
(魔3)图星厚背刀	11778	(魔3)图星厚背刀
(魔3)隐星侍卫刀	11779	(魔3)隐星侍卫刀
(魔3)三魂断星刀	11780	(魔3)三魂断星刀
(魔4)樱花村星刀	11781	(魔4)樱花村星刀
(魔4)霸体钢星刀	11782	(魔4)霸体钢星刀
(魔4)韬击灭星刀	11783	(魔4)韬击灭星刀
(魔4)无想祭星刀	11784	(魔4)无想祭星刀
(魔4)空明烙星刀	11785	(魔4)空明烙星刀
(魔4)飞翼划星刀	11786	(魔4)飞翼划星刀
(魔4)皓命星弯刀	11787	(魔4)皓命星弯刀
(魔4)图星厚背刀	11788	(魔4)图星厚背刀
(魔4)隐星侍卫刀	11789	(魔4)隐星侍卫刀
(魔4)三魂断星刀	11790	(魔4)三魂断星刀
(魔5)樱花村星刀	11791	(魔5)樱花村星刀
(魔5)霸体钢星刀	11792	(魔5)霸体钢星刀
(魔5)韬击灭星刀	11793	(魔5)韬击灭星刀
(魔5)无想祭星刀	11794	(魔5)无想祭星刀
(魔5)空明烙星刀	11795	(魔5)空明烙星刀
(魔5)飞翼划星刀	11796	(魔5)飞翼划星刀
(魔5)皓命星弯刀	11797	(魔5)皓命星弯刀
(魔5)图星厚背刀	11798	(魔5)图星厚背刀
(魔5)隐星侍卫刀	11799	(魔5)隐星侍卫刀
(魔5)三魂断星刀	11800	(魔5)三魂断星刀
(精六)紫金刀	11801	已紫金打造的刀，刀身为紫色
(精六)鸳鸯刀	11802	双刀，鸳刀长，上刻仁者，鸯刀短，上刻无敌
(精六)不二刀	11803	不知出处，是一把相当神秘的刀
(精七)紫金刀	11804	已紫金打造的刀，刀身为紫色
(精七)鸳鸯刀	11805	双刀，鸳刀长，上刻仁者，鸯刀短，上刻无敌
(精七)不二刀	11806	不知出处，是一把相当神秘的刀
(精八)紫金刀	11807	已紫金打造的刀，刀身为紫色
(精八)鸳鸯刀	11808	双刀，鸳刀长，上刻仁者，鸯刀短，上刻无敌
(精八)不二刀	11809	不知出处，是一把相当神秘的刀
(精九)紫金刀	11810	已紫金打造的刀，刀身为紫色
(精九)鸳鸯刀	11811	双刀，鸳刀长，上刻仁者，鸯刀短，上刻无敌
(精九)不二刀	11812	不知出处，是一把相当神秘的刀
(精十)紫金刀	11813	已紫金打造的刀，刀身为紫色
(精十)鸳鸯刀	11814	双刀，鸳刀长，上刻仁者，鸯刀短，上刻无敌
(精十)不二刀	11815	不知出处，是一把相当神秘的刀
(精六)龙王刀	11816	传说是为龙王的宝刀
(精六)五帝尊刀	11817	(强化）五帝尊刀
(精六)金龙刀	11818	(强化）金龙刀
(精七)龙王刀	11819	传说是为龙王的宝刀
(精七)五帝尊刀	11820	(强化）五帝尊刀
(精七)金龙刀	11821	(强化）金龙刀
(精八)龙王刀	11822	传说是为龙王的宝刀
(精八)五帝尊刀	11823	(强化）五帝尊刀
(精八)金龙刀	11824	(强化）金龙刀
(精九)龙王刀	11825	传说是为龙王的宝刀
(精九)五帝尊刀	11826	(强化）五帝尊刀
(精九)金龙刀	11827	(强化）金龙刀
(精十)龙王刀	11828	传说是为龙王的宝刀
(精十)五帝尊刀	11829	(强化）五帝尊刀
(精十)金龙刀	11830	(强化）金龙刀
	11831	
	11832	
	11833	
	11834	
	11835	
	11836	
	11837	
	11838	
	11839	
	11840	
	11841	
	11842	
	11843	
	11844	
	11845	
	11846	
	11847	
	11848	
	11849	
	11850	
	11851	
	11852	
	11853	
	11854	
	11855	
	11856	
	11857	
	11858	
	11859	
	11860	
	11861	
	11862	
	11863	
	11864	
	11865	
	11866	
	11867	
	11868	
	11869	
	11870	
	11871	
	11872	
	11873	
	11874	
	11875	
	11876	
	11877	
	11878	
	11879	
	11880	
	11881	
	11882	
	11883	
	11884	
	11885	
	11886	
	11887	
	11888	
	11889	
	11890	
	11891	
	11892	
	11893	
烈火刀	11894	明教门派刀。生亦何欢，死亦何苦？烈火重生惟刀除恶。
	11895	
	11896	
无月妖刀	11897	武林大会(盟主)4-8名奖励武器
	11898	
匕首	12001	长约六寸的剑形兵刃，双面有刃，可以隐藏于靴子之中，不为人所发现。可以对敌人造成出奇不易的效果。
青铜短剑	12002	较短的剑,长度约为四寸到一尺之间,多为防身之用,或用于下手位的挡械剑。
铁剑	12003	铁铸长剑，无刃无锋，为习武之人练习之用。鲜有人作为兵刃使用。
新月匕首	12004	长约六寸的剑形兵刃，双面有刃，柄为银铸，造形似虎或神兽。
秦剑	12005	以熟铁打造而成的长剑.很容易就会因过渡使用而受损.
黑剑	12006	唐代中期的名家之作，剑刃为万锻以上之精钢。剑身布满精细密叠之锻纹，华而不耀，实而不浮。
金柄匕首	12007	长约六寸的剑形兵刃，双面有刃，柄为金铸，造形似凤凰或神鸟。
冷凝剑	12008	以镍和精钢合金锻成的剑，锋利且坚硬，除了砍、斩等剑技之外，更可以不考虑剑体直接打击。
玉石短剑	12009	用玉石打造而成，威力不强但可防磁
羊角匕首	12010	用羊角磨成的匕首
楚王剑	12011	一把上古的古剑，据说是春秋时代楚庄王所用的剑
白龙剑	12012	武当派常用的剑,仅有剑尖开峰的"良心剑".
夫差剑	12013	相传为吴王夫差所有
龙泉剑	12014	浙江省龙泉县铸剑谷所产的玄剑长剑，虽名为玄铁，却仅是过碳生钢，剑身有一龙形，龙首向剑柄。
工布剑	12015	纹如流水至柄至尖连绵不断
真武剑	12016	张三丰生时所用的一支青钢长剑，剑刃不时发出寒气，照人生痛。
淑女剑	12017	剑体呈古铜色，剑型古拙为春秋末年之作，当为精钢混赤玄金所锻而成。剑身刻有淑女二字，与君子为一对剑，两剑会相互吸引。
君子剑	12018	剑体呈古铜色，剑型古拙为春秋末年之作，当为精钢混赤玄金所锻而成。剑身刻有君子二字，与淑女为一对剑，两剑会相互吸引。
金蛇剑	12019	如长蛇游曲之状，蛇尾勾成剑柄，蛇头为剑尖，蛇舌伸出分叉，是以剑尖有两叉，极为沉重，由黄金其他金属所铸打而成，剑身有一道血痕自蛇首至剑柄，隐生寒光。
玄铁重剑	12020	以玄铁锻成的大剑，长近一丈，常人未习此剑用法，取用不得。
倚天剑	12021	由玄铁所制成的长剑，削铁如泥的神兵利器。剑中藏有前朝所遗下的秘密。
西洋剑	12022	洋人所用之剑，剑身极细，但柔软不易折，是鱼刺击
紫微软剑	12023	剑身柔软，可卷缠，不易使用
回部古剑	12024	回部代代相传的宝剑
湛卢剑	12025	昔名铸造师欧冶子打造的五剑之一，稍逊于胜邪，但利于纯钧
纯钧剑	12026	昔名铸造师欧冶子打造的五剑之一，稍逊于湛卢，但利于巨阙
胜邪剑	12027	昔名铸造师欧冶子打造的五剑之一，最为锋利
巨阙剑	12028	昔名铸造师欧冶子打造的五剑之一，居第五，云为利剑非宝剑
鱼肠剑	12029	昔名铸造师欧冶子打造的五剑之一，居第四
烈焰剑	12030	刃纹形成自然火焰状，无坚不摧
龙火剑	12031	剑身赤红如血，运气使剑时散发出阵阵热浪
青钢剑	12032	很普通的剑，有冷冷的青光
白剑	12033	剑身通体白如雪，是玄素双剑中的闵柔所有
墨剑	12034	剑身通体黑如墨，是玄素双剑中的石清所有
松纹剑	12035	剑刃铸造时出现松纹的剑
碧水剑	12036	宝剑泛蓝有如水光反射
干将剑	12037	前秦古剑，削铁如泥，据传是铸剑师干将自身投炉为引制成
莫邪剑	12038	前秦古剑，削铁如泥，据传是干将之妻莫邪自身投炉为引制成
泰阿剑	12039	前秦古剑，削铁如泥，据传是秦始皇的配剑
龙渊剑	12040	前秦古剑，削铁如泥，传说中由龙幻化而成的宝剑
玉剑	12041	由玉石所打造出的剑
白虹剑	12042	传说此剑是曹操的配剑
凝碧剑	12043	剑身浑重却挥舞轻灵，雄稳却不失其豪迈，一看便知是名剑
玄铁匕首	12044	用玄铁制成削铁如泥
蝴蝶剑	12045	剑身上刻有彩色蝴蝶，舞剑时有如蝴蝶飞舞
饮血剑	12046	杀人不见血，为不祥之剑
罗煞剑	12047	西方罗煞狂魔所使用，不知为何流落中土
木剑	12048	木剑
修罗剑	12049	相传鬼神修罗所使用之配剑
龙王剑	12050	剑身光芒四射，剑身极重
罗翔剑	12051	质感轻盈，剑身颇软
回天匕首	12052	回族所使用之匕首
风魔剑	12053	相传由东洋所得之宝剑
锋剑	12054	剑身不沾血气，锋利之极
罗云剑	12055	质感极重，剑身宽大，劈石也不会使其剑身损坏
贤聚剑	12056	相传古代贤士互赠之剑
破军剑	12057	破军城居民才能打造之武器
贪狼剑	12058	贪狼城居民才能打造之武器
天魁剑	12059	天魁城居民才能打造之武器
艮山剑	12060	艮山城居民才能打造之武器
巽风剑	12061	巽风城居民才能打造之武器
玄武剑	12062	破军城三阶以上头衔之人才能打造之武器
朱雀剑	12063	贪狼城三阶以上头衔之人才能打造之武器
